0,-nan(ind),7.79151,0.14759,-0.0534628,0.112617,-0.292146,0.333745,-0.0779224,0.1091,-0.0248634,0.0491369,-0.0118376,-0.0058395,0.0304463,-0.00134628,0.0153088,0.00709541,-0.0317883,0.0501624,-0.00895026,0.0245136,-0.00546229,-0.00369948,0.0187566,-0.00230397,0.0144042,-0.000328306,-0.0379129,0.0503389,-0.00502677,0.016171,-0.00311213,0.0131527,-0.00224424,-0.00157042,0.0110781,-0.000710084,0.00471879,0.0047696,-0.0029423,0.0117126,-0.00175735,0.00988134,-0.00125097,-0.000849618,0.00863805,-0.000321256,0.00311704,0.00466486,-0.00143556,0.00876301,-0.000818726,-0.000511114,0.00771379,-0.000237058,0.00681099,0.000225206,-0.00215256,0.00883842,-0.000412905,0.00678354,-0.000127907,7.0679e-05,0.00615433,0.000305391,0.0040106,0.00216663,-1.98958e-05,0.00595053,0.000242703,0.000397755,0.00543206,0.000563749,0.00433817,0.00142847,0.000395083,0.00517257,0.00058717,0.000706126,0.0047659,0.000844778,-0.000592629,0.00602137,0.000778313,0.00448521,0.000892754,0.000985466,0.00412294,0.00116835,0.000960409,0.00418633,0.00108006,0.00115411,0.00390723,0.00125006,0.00115336,0.0038752,0.00125857,0.00131721,0.00363786,0.00138808,0.00135796,0.00355625,0.00142106,0.00146512,0.0033702,0.00153051,0.00152542,0.00156137,0.00328451,0.00159075,0.00163322,0.00315673,0.00165431,0.00167533,0.0018142,0.00294685,0.00174025,0.0017529,0.00422347,0.000503314,0.00181601,0.00181979,0.00212995,0.00256379,0.00187866,0.00187249,0.00197209,0.00271185,0.0019273,0.00189725,0.00198183,0.00196057,0.00223865,0.00240996,0.00200142,0.00195619,0.00204068,0.00200747,0.00209436,0.00203563,0.00232359,0.00241506,0.0020554,0.00185242,0.00206879,0.00196498,0.0020757,0.00202442,0.00226924,0.00224111,0.00218068,0.00211391,0.00204612,0.00197908,0.00191353,0.00184979,0.00178801,0.00172823,0.00167046,0.00161469,0.00156089,0.00150901,0.00145902,0.00141086,0.00136449,0.00131987,0.00127695,0.00123571,0.00119609,0.00115806,0.00112159,0.00108664,0.00105319,0.00102121,0.000990665,0.000961535,0.000933795,0.000907425,0.000882404,0.000858712,0.000836332,0.000815247,0.000795443,0.000776905,0.00075962,0.000743576,0.000728762,0.000715169,0.000702787,0.000691608,0.000681625,0.000672832,0.000665222,0.000658791,0.000653534,0.00064945,0.000646534,0.000644785,
0.0225959,-nan(ind),7.79106,0.294653,-0.106496,0.224845,-0.566115,0.649322,-0.155192,0.21755,-0.0496571,0.0982053,-0.023648,-0.0116625,0.0608644,-0.00267882,0.0305904,0.0142117,-0.0633108,0.100056,-0.0178877,0.0490123,-0.010918,-0.007394,0.0375049,-0.00460362,0.0288013,-0.000651744,-0.0742017,0.0990521,-0.0100473,0.0323345,-0.00622088,0.0263011,-0.00448576,-0.00313843,0.0221524,-0.00141777,0.00942752,0.00954816,-0.00588102,0.0234206,-0.0035126,0.0197598,-0.00250017,-0.00169764,0.0172735,-0.000640958,0.00622612,0.00933681,-0.00286919,0.0175233,-0.00163606,-0.001021,0.0154255,-0.000472993,0.01362,0.000451541,-0.00429995,0.0176709,-0.000824691,0.0135653,-0.000254864,0.000142221,0.0123071,0.000611588,0.00801783,0.00433591,-3.89034e-05,0.0118995,0.000486131,0.000796167,0.0108628,0.0011281,0.00867454,0.00285806,0.00079081,0.0103438,0.00117488,0.00141274,0.00953064,0.00169,-0.00118049,0.0120373,0.00155706,0.00896935,0.00178589,0.00197128,0.00824487,0.00233703,0.00192117,0.00837166,0.00216042,0.00230847,0.00781354,0.00250034,0.00230698,0.00774948,0.00251734,0.00263459,0.00727488,0.00277631,0.00271607,0.00711168,0.00284225,0.00293035,0.00673963,0.00306112,0.00305092,0.00312281,0.00656829,0.00318155,0.00326647,0.00631275,0.00330865,0.00335067,0.00362832,0.00589311,0.00348049,0.00350578,0.00845518,0.000997693,0.00363197,0.00363953,0.00425965,0.00512715,0.00375723,0.0037449,0.00394407,0.00542313,0.0038545,0.0037944,0.00396353,0.00392103,0.00447708,0.00481945,0.00400272,0.00391227,0.00408121,0.0040148,0.00418855,0.00407111,0.00464693,0.00482967,0.00411066,0.00370472,0.00413741,0.00392983,0.00415123,0.0040487,0.00453803,0.00448177,0.00436091,0.00422739,0.00409183,0.00395778,0.00382669,0.00369923,0.00357567,0.00345613,0.00334061,0.00322909,0.0031215,0.00301776,0.00291778,0.00282147,0.00272874,0.00263951,0.0025537,0.00247122,0.00239199,0.00231594,0.00224301,0.00217313,0.00210624,0.00204228,0.0019812,0.00192295,0.00186747,0.00181474,0.0017647,0.00171733,0.00167257,0.00163041,0.00159081,0.00155373,0.00151917,0.00148709,0.00145746,0.00143028,0.00140552,0.00138317,0.0013632,0.00134562,0.0013304,0.00131754,0.00130703,0.00129886,0.00129303,0.00128953,
0.0451918,0.6171,7.78915,0.587214,-0.211288,0.448151,-1.06854,1.23499,-0.307812,0.432543,-0.0990362,0.196138,-0.0471876,-0.0232587,0.121616,-0.0053027,0.0610724,0.028507,-0.125576,0.199053,-0.0357244,0.0979651,-0.0218095,-0.0147681,0.0749771,-0.00918996,0.0575738,-0.00128402,-0.14247,0.192164,-0.0200697,0.0646392,-0.0124282,0.0525846,-0.00896065,-0.00626722,0.0442898,-0.00282596,0.0188149,0.0191321,-0.0117477,0.0468233,-0.00701681,0.039508,-0.00499327,-0.00338888,0.0345369,-0.0012757,0.0124205,0.018702,-0.00573063,0.0350359,-0.00326658,-0.00203711,0.0308427,-0.000941492,0.0272323,0.000907596,-0.00857928,0.0353183,-0.00164491,0.0271234,-0.000505933,0.000287892,0.0246078,0.0012264,0.0160222,0.00868243,-7.42545e-05,0.0237928,0.000975165,0.00159496,0.0217201,0.00225863,0.0173418,0.00572059,0.0015842,0.0206825,0.00235191,0.00282743,0.0190567,0.00338179,-0.00234197,0.0240529,0.00311587,0.0179344,0.00357331,0.00394394,0.0164857,0.00467537,0.00384373,0.0167393,0.00432198,0.00461797,0.0156234,0.00500161,0.00461499,0.0154953,0.00503548,0.00526989,0.0145464,0.00555324,0.00543277,0.0142201,0.005685,0.00586112,0.0134762,0.00612263,0.00610216,0.00624588,0.0131336,0.0063633,0.00653306,0.0126227,0.00661738,0.00670139,0.00725631,0.0117838,0.00696091,0.00701146,0.0169439,0.00195916,0.00726374,0.00727885,0.0085183,0.0102526,0.00751416,0.0074895,0.00788768,0.0108439,0.00770861,0.00758844,0.00792659,0.0078416,0.00895322,0.00963706,0.00800493,0.00782406,0.00816185,0.00802906,0.00837645,0.00814164,0.00929285,0.00965756,0.0082207,0.00740895,0.0082742,0.00785913,0.00830183,0.00809683,0.0090742,0.0089617,0.00872004,0.00845308,0.00818202,0.00791399,0.00765189,0.00739702,0.00714997,0.00691095,0.00667998,0.006457,0.00624187,0.00603444,0.00583453,0.00564197,0.00545656,0.00527815,0.00510657,0.00494164,0.00478323,0.00463118,0.00448536,0.00434563,0.00421189,0.004084,0.00396187,0.0038454,0.00373448,0.00362905,0.003529,0.00343427,0.00334479,0.00326048,0.00318129,0.00310717,0.00303806,0.00297391,0.00291468,0.00286033,0.00281082,0.00276612,0.00272621,0.00269105,0.00266062,0.00263491,0.00261389,0.00259756,0.0025859,0.00257891,
0.0677878,0.920521,7.78552,0.875659,-0.312724,0.66843,-1.47089,1.72066,-0.455439,0.642571,-0.147862,0.293527,-0.070511,-0.0347229,0.182142,-0.00781682,0.0913379,0.0429691,-0.18582,0.296002,-0.0534591,0.146799,-0.0326482,-0.0221026,0.112384,-0.0137417,0.0862888,-0.00187738,-0.200724,0.27525,-0.0300423,0.0968842,-0.0186086,0.078833,-0.0134138,-0.00937672,0.0663969,-0.00421498,0.0281221,0.0287875,-0.0175858,0.07019,-0.0105043,0.0592331,-0.00747221,-0.00506733,0.0517798,-0.00189803,0.0185515,0.0281236,-0.00857658,0.0525268,-0.004886,-0.00304344,0.0462433,-0.00140101,0.040829,0.00137268,-0.0128176,0.0529188,-0.00245619,0.0406672,-0.000749413,0.00044046,0.0368959,0.00184764,0.0239997,0.0130502,-0.000102505,0.0356737,0.00147,0.00239901,0.0325667,0.003394,0.0259947,0.00859208,0.00238275,0.0310108,0.00353323,0.00424601,0.0285734,0.00507716,-0.00346578,0.0360255,0.00467815,0.0268909,0.00536379,0.00591937,0.0247184,0.00701636,0.00576907,0.025099,0.00648585,0.00692953,0.023426,0.00750471,0.00692505,0.0232338,0.00755525,0.0079066,0.0218112,0.00833141,0.00815072,0.021322,0.00852878,0.00879277,0.0202065,0.0091849,0.00915403,0.00936945,0.019693,0.00954545,0.00979991,0.018927,0.00992628,0.0100522,0.0108836,0.0176698,0.0104412,0.010517,0.0255016,0.00284615,0.0108951,0.0109177,0.012775,0.0153745,0.0112705,0.0112335,0.0118304,0.0162601,0.0115619,0.0113817,0.0118887,0.0117613,0.0134275,0.014451,0.0120061,0.0117349,0.0122413,0.0120422,0.012563,0.012211,0.0139368,0.0144819,0.0123295,0.0111122,0.0124097,0.0117874,0.0124511,0.0121438,0.0136067,0.013438,0.0130756,0.0126753,0.0122689,0.0118671,0.0114741,0.011092,0.0107215,0.0103632,0.0100169,0.00968254,0.00935999,0.00904898,0.00874925,0.00846052,0.00818254,0.00791505,0.00765778,0.0074105,0.00717299,0.00694501,0.00672638,0.00651688,0.00631635,0.00612461,0.00594149,0.00576686,0.00560056,0.00544248,0.00529247,0.00515044,0.00501627,0.00488987,0.00477115,0.00466001,0.00455639,0.00446021,0.0043714,0.00428991,0.00421568,0.00414867,0.00408882,0.0040361,0.00399048,0.00395193,0.00392042,0.00389593,0.00387845,0.00386798,
0.0903837,1.21797,7.7804,1.15809,-0.40925,0.884294,-1.76892,2.10212,-0.595933,0.84551,-0.195866,0.390109,-0.0935114,-0.0459892,0.242331,-0.0101666,0.12128,0.057681,-0.243194,0.390041,-0.0710418,0.195457,-0.0434078,-0.0293776,0.149692,-0.0182418,0.114918,-0.00241241,-0.247436,0.346773,-0.0399405,0.12904,-0.0247486,0.105029,-0.0178344,-0.0124573,0.0884589,-0.00557528,0.0373094,0.0385497,-0.0233811,0.093503,-0.0139667,0.0789236,-0.00992996,-0.00672662,0.068992,-0.00250175,0.0245881,0.0376294,-0.0113993,0.0699855,-0.00648879,-0.0040351,0.061619,-0.00184706,0.0544025,0.00185128,-0.0169948,0.0704494,-0.00325408,0.0541895,-0.000981521,0.000603367,0.0491649,0.00247853,0.0319368,0.0174497,-0.000120116,0.047536,0.00197354,0.00321093,0.043397,0.00453663,0.0346258,0.011477,0.00318902,0.0413235,0.00472101,0.00567043,0.0380763,0.00677788,-0.00453389,0.0479343,0.00624567,0.0358344,0.00715886,0.00789895,0.032939,0.00936129,0.00769859,0.0334466,0.00865317,0.00924416,0.0312176,0.0100106,0.00923819,0.0309613,0.0100774,0.0105454,0.029066,0.0111114,0.0108705,0.0284141,0.0113741,0.0117257,0.0269276,0.0122483,0.0122069,0.0124938,0.0262436,0.0127282,0.0130671,0.0252229,0.0132354,0.0134031,0.01451,0.0235486,0.0139213,0.0140222,0.0341681,0.00361614,0.0145259,0.014556,0.0170286,0.0204912,0.0150259,0.0149765,0.0157717,0.0216694,0.0154141,0.0151739,0.0158494,0.0156796,0.017899,0.0192594,0.0160057,0.0156443,0.0163191,0.0160538,0.0167477,0.0162787,0.0185777,0.0193009,0.0164365,0.0148139,0.0165434,0.0157141,0.0165986,0.0161891,0.0181336,0.0179087,0.0174259,0.0168925,0.016351,0.0158154,0.0152918,0.0147826,0.014289,0.0138115,0.01335,0.0129045,0.0124747,0.0120603,0.0116609,0.0112762,0.0109058,0.0105493,0.0102065,0.00987701,0.00956052,0.00925674,0.0089654,0.00868625,0.00841904,0.00816354,0.00791954,0.00768684,0.00746525,0.0072546,0.00705472,0.00686546,0.00668668,0.00651825,0.00636005,0.00621196,0.00607388,0.00594572,0.00582739,0.0057188,0.00561989,0.00553059,0.00545085,0.0053806,0.00531981,0.00526844,0.00522645,0.00519382,0.00517053,0.00515659,
0.11298,1.50775,7.77377,1.43281,-0.499451,1.0945,-1.97759,2.39438,-0.727533,1.03961,-0.242787,0.485628,-0.116084,-0.0569929,0.302074,-0.0122976,0.150791,0.0727245,-0.297015,0.480474,-0.0884228,0.243879,-0.0540623,-0.0365734,0.18687,-0.0226729,0.143432,-0.00286975,-0.283119,0.407241,-0.0497401,0.161077,-0.0308348,0.131154,-0.0222116,-0.0154994,0.110461,-0.00689734,0.0463377,0.0484536,-0.0291195,0.116745,-0.0173956,0.098568,-0.0123595,-0.00836039,0.0861635,-0.00308069,0.0304996,0.0472466,-0.0141913,0.0874013,-0.00806945,-0.00500724,0.0769615,-0.00227518,0.0679449,0.00234791,-0.0210916,0.0878878,-0.00403414,0.0676832,-0.00119848,0.000780044,0.0614087,0.00312227,0.0398202,0.0218916,-0.00012356,0.0593736,0.00248865,0.00403333,0.0542058,0.00568893,0.043228,0.0143798,0.00400559,0.0516156,0.00591736,0.00710263,0.0475606,0.00848573,-0.00552922,0.0597596,0.00782013,0.0447608,0.00896002,0.00988405,0.0411435,0.0117115,0.00963367,0.0417783,0.0108251,0.0115629,0.0389945,0.0125201,0.0115554,0.0386742,0.0126028,0.0131871,0.0363074,0.0138939,0.0135928,0.0354931,0.0142214,0.0146604,0.0336363,0.0153133,0.0152609,0.0156191,0.0327824,0.0159117,0.0163348,0.0315076,0.016545,0.0167542,0.018135,0.0294178,0.0174012,0.017527,0.0429904,0.00421943,0.0181559,0.0181934,0.0212783,0.0256009,0.0187801,0.0187184,0.0197113,0.0270695,0.0192647,0.0189646,0.0198082,0.0195961,0.0223668,0.0240605,0.0200033,0.0195518,0.0203946,0.0200632,0.0209297,0.020344,0.0232146,0.0241127,0.0205411,0.0185137,0.0206745,0.0196387,0.0207434,0.0202321,0.0226531,0.0223722,0.021769,0.0211028,0.0204264,0.0197576,0.0191035,0.0184675,0.017851,0.0172546,0.0166782,0.0161218,0.0155849,0.0150673,0.0145685,0.0140879,0.0136253,0.0131801,0.0127519,0.0123404,0.0119451,0.0115657,0.0112018,0.0108531,0.0105194,0.0102002,0.00989549,0.00960484,0.00932808,0.00906497,0.00881532,0.00857894,0.00835564,0.00814528,0.00794768,0.00776272,0.00759026,0.00743019,0.00728239,0.00714676,0.00702322,0.00691169,0.00681209,0.00672435,0.00664842,0.00658426,0.00653182,0.00649107,0.00646198,0.00644459,
0.135576,1.78839,7.76558,1.69831,-0.58208,1.29796,-2.11713,2.61768,-0.8489,1.22355,-0.288377,0.57984,-0.138124,-0.0676695,0.361263,-0.0141562,0.179768,0.0881808,-0.346791,0.566798,-0.105554,0.29201,-0.0645859,-0.0436706,0.223886,-0.027018,0.171803,-0.00323013,-0.309358,0.458233,-0.0594172,0.192968,-0.0368539,0.157193,-0.0265347,-0.0184935,0.132387,-0.00817168,0.0551683,0.0585335,-0.0347873,0.139897,-0.0207829,0.118155,-0.0147537,-0.00996231,0.103284,-0.00362869,0.0362565,0.0570014,-0.0169447,0.104763,-0.00962247,-0.00595499,0.0922627,-0.00268091,0.0814486,0.00286701,-0.0250893,0.105213,-0.00479193,0.0811412,-0.00139653,0.000973911,0.0736208,0.00378204,0.0476365,0.0263864,-0.000109326,0.0711802,0.00301823,0.00486883,0.0649876,0.00685329,0.051794,0.0173049,0.00483499,0.0618818,0.00712443,0.00854453,0.0570219,0.0102025,-0.00643589,0.0714829,0.00940328,0.0536658,0.0107688,0.011876,0.0493278,0.0140682,0.0115757,0.05009,0.0130027,0.0138867,0.0467532,0.0150342,0.0138778,0.0463689,0.0151323,0.0158323,0.043532,0.0166795,0.0163182,0.0425559,0.0170712,0.0175972,0.0403296,0.0183801,0.0183166,0.0187457,0.0393064,0.0190962,0.0196031,0.0377783,0.0198549,0.0201056,0.0217585,0.0352752,0.0208807,0.0210314,0.0520266,0.00459515,0.021785,0.0218298,0.0255231,0.0307018,0.0225328,0.0224587,0.0236485,0.032458,0.0231134,0.0227534,0.0237646,0.0235103,0.0268299,0.0288523,0.0239983,0.023457,0.0244672,0.02407,0.0251085,0.0244064,0.0278465,0.0289156,0.0246427,0.022211,0.0248025,0.0235606,0.0248851,0.0242723,0.0271633,0.0268264,0.0261034,0.0253047,0.0244937,0.0236919,0.0229078,0.0221453,0.0214062,0.0206911,0.0200002,0.0193331,0.0186895,0.018069,0.0174709,0.0168949,0.0163402,0.0158065,0.0152932,0.0147998,0.0143259,0.0138711,0.0134348,0.0130168,0.0126167,0.0122342,0.0118688,0.0115204,0.0111886,0.0108732,0.0105739,0.0102905,0.0100228,0.00977061,0.00953373,0.00931199,0.00910524,0.00891334,0.00873615,0.00857357,0.00842546,0.00829175,0.00817235,0.00806717,0.00797614,0.00789922,0.00783636,0.0077875,0.00775264,0.00773182,
0.158171,2.05866,7.75579,1.95336,-0.656076,1.4938,-2.20562,2.79016,-0.95913,1.39644,-0.3324,0.672515,-0.159533,-0.0779559,0.419792,-0.0156889,0.208107,0.10413,-0.392218,0.648692,-0.122388,0.339795,-0.0749529,-0.0506498,0.260707,-0.0312602,0.200003,-0.00347435,-0.328027,0.501617,-0.0689483,0.224682,-0.0427927,0.183127,-0.0307931,-0.0214301,0.154224,-0.00938886,0.0637635,0.0688228,-0.0403707,0.162944,-0.0241203,0.137673,-0.0171058,-0.0115261,0.120344,-0.00413965,0.0418299,0.0669192,-0.0196522,0.122061,-0.0111424,-0.00687354,0.107514,-0.00305983,0.0949058,0.00341304,-0.0289704,0.122403,-0.00552307,0.0945563,-0.00157192,0.00118837,0.0857951,0.00446103,0.0553724,0.0309446,-7.39247e-05,0.0829498,0.00356514,0.00572001,0.0757371,0.00803212,0.0603168,0.0202569,0.00567978,0.072117,0.00834434,0.00999806,0.0664555,0.0119299,-0.00723941,0.083087,0.0109968,0.062545,0.0125867,0.0138763,0.0574879,0.0164328,0.013526,0.0583778,0.0151872,0.0162167,0.05449,0.0175538,0.0162062,0.0540416,0.0176666,0.0184818,0.0507366,0.0194689,0.0190474,0.0495992,0.0199241,0.0205366,0.0470044,0.0214492,0.0213741,0.0218738,0.0458128,0.0222819,0.0228722,0.0440321,0.0231653,0.0234571,0.0253799,0.0411182,0.0243598,0.0245352,0.0613519,0.00466546,0.0254129,0.0254649,0.029762,0.0357923,0.0262836,0.0261971,0.027583,0.0378327,0.0269597,0.02654,0.0277182,0.0274218,0.0312875,0.0336332,0.0279902,0.0273593,0.0285364,0.0280735,0.0292833,0.0284654,0.0324724,0.0337078,0.0287406,0.0259053,0.0289268,0.0274795,0.0290229,0.0283091,0.0316625,0.0312697,0.0304271,0.0294963,0.0285513,0.0276168,0.026703,0.0258145,0.0249532,0.0241199,0.0233147,0.0225374,0.0217874,0.0210642,0.0203673,0.019696,0.0190497,0.0184277,0.0178295,0.0172546,0.0167023,0.0161723,0.0156639,0.0151768,0.0147106,0.0142647,0.013839,0.013433,0.0130463,0.0126787,0.01233,0.0119997,0.0116878,0.0113939,0.0111179,0.0108595,0.0106185,0.0103949,0.0101884,0.00999898,0.00982639,0.00967058,0.00953143,0.00940886,0.00930279,0.00921316,0.0091399,0.00908297,0.00904236,0.00901813,
0.180767,2.31759,7.74433,2.19699,-0.72057,1.68132,-2.25697,2.92574,-1.05772,1.55778,-0.374636,0.763438,-0.180211,-0.0877899,0.477558,-0.0168431,0.235708,0.120649,-0.43316,0.726012,-0.13888,0.387181,-0.0851383,-0.0574917,0.297302,-0.0353828,0.228004,-0.00358334,-0.340851,0.539111,-0.0783108,0.256194,-0.0486383,0.208939,-0.0349761,-0.0242998,0.175956,-0.0105395,0.0720865,0.0793539,-0.0458564,0.185868,-0.0273996,0.15711,-0.0194087,-0.0130454,0.137332,-0.00460748,0.0471926,0.0770239,-0.0223062,0.139285,-0.0126238,-0.00775808,0.122708,-0.00340753,0.108309,0.00399042,-0.0327183,0.13944,-0.00622319,0.107922,-0.00172094,0.00142682,0.0979252,0.00516238,0.0630147,0.0355765,-1.38908e-05,0.0946762,0.00413222,0.00658945,0.0864489,0.00922777,0.068789,0.02324,0.00654247,0.0823161,0.0095792,0.0114651,0.0758568,0.0136697,-0.00792687,0.0945564,0.0126025,0.0713943,0.0144153,0.0158862,0.0656199,0.0188066,0.015486,0.0666378,0.0173797,0.0185538,0.0622013,0.0200798,0.0185418,0.0616889,0.0202064,0.0211361,0.0579178,0.0222625,0.0217808,0.0566197,0.0227805,0.0234789,0.0536577,0.024521,0.0244339,0.0250036,0.0522986,0.025469,0.0261421,0.0502664,0.0264764,0.026809,0.0289992,0.0469445,0.0278385,0.0280383,0.0710677,0.00432623,0.0290393,0.0290984,0.033994,0.0408705,0.0300323,0.0299334,0.0315144,0.0431913,0.0308032,0.030324,0.0316685,0.0313301,0.0357386,0.0384012,0.0319785,0.0312583,0.0326015,0.0320732,0.0334536,0.0325203,0.0370914,0.0384875,0.0328342,0.0295961,0.0330466,0.0313946,0.0331563,0.0323419,0.0361487,0.0357002,0.0347384,0.033676,0.0325974,0.0315308,0.0304879,0.0294737,0.0284907,0.0275396,0.0266206,0.0257333,0.0248774,0.024052,0.0232566,0.0224904,0.0217527,0.0210428,0.0203601,0.0197039,0.0190735,0.0184686,0.0178884,0.0173324,0.0168003,0.0162914,0.0158055,0.0153421,0.0149008,0.0144813,0.0140832,0.0137063,0.0133503,0.0130148,0.0126998,0.0124049,0.0121299,0.0118747,0.011639,0.0114228,0.0112258,0.011048,0.0108891,0.0107493,0.0106282,0.0105259,0.0104423,0.0103773,0.010331,0.0103034,
0.203363,2.56448,7.73113,2.42847,-0.774881,1.86002,-2.28116,3.03448,-1.14453,1.70746,-0.414883,0.852409,-0.200065,-0.0971107,0.534463,-0.0175668,0.262473,0.137815,-0.469628,0.798754,-0.154986,0.434116,-0.0951173,-0.0641775,0.333642,-0.0393691,0.255778,-0.00353815,-0.349255,0.572133,-0.0874825,0.287476,-0.0543776,0.234613,-0.0390731,-0.0270932,0.197569,-0.0116143,0.0801019,0.0901583,-0.0512313,0.208651,-0.0306127,0.176457,-0.0216557,-0.0145141,0.15424,-0.00502615,0.0523185,0.0873381,-0.0248995,0.156424,-0.0140612,-0.00860385,0.137836,-0.00371962,0.121651,0.00460354,-0.0363176,0.156305,-0.00688794,0.12123,-0.00183987,0.00169261,0.110005,0.00588923,0.0705502,0.0402925,7.42118e-05,0.106353,0.0047223,0.00747972,0.0971179,0.0104426,0.0772036,0.0262588,0.00742556,0.0924741,0.0108311,0.0129476,0.0852213,0.0154237,-0.00848704,0.105877,0.014222,0.0802094,0.016256,0.017907,0.0737198,0.0211908,0.017457,0.0748659,0.0195814,0.0208991,0.0698834,0.0226131,0.0208855,0.0693071,0.0227527,0.0237961,0.0650723,0.025061,0.0245192,0.0636143,0.0256409,0.0264247,0.0602864,0.0275958,0.0274961,0.0281354,0.0587609,0.0286575,0.029413,0.0564783,0.0297881,0.0301612,0.0326158,0.0527518,0.0313166,0.0315407,0.0813171,0.0034317,0.0326643,0.0327303,0.0382183,0.0459347,0.0337786,0.0336672,0.0354421,0.0485315,0.0346437,0.0341051,0.035615,0.0352348,0.0401824,0.0431544,0.0359627,0.0351535,0.0366621,0.0360686,0.0376187,0.0365706,0.0417023,0.0432529,0.036923,0.0332831,0.0371615,0.0353056,0.0372846,0.0363702,0.0406202,0.0401161,0.0390356,0.0378421,0.0366305,0.0354323,0.0342608,0.0331216,0.0320173,0.0309489,0.0299166,0.0289199,0.0279583,0.0270312,0.0261377,0.025277,0.0244483,0.0236509,0.022884,0.0221469,0.0214388,0.0207593,0.0201075,0.019483,0.0188853,0.0183137,0.0177678,0.0172473,0.0167516,0.0162803,0.0158332,0.0154098,0.0150099,0.0146331,0.0142792,0.0139479,0.013639,0.0133523,0.0130876,0.0128447,0.0126234,0.0124237,0.0122453,0.0120882,0.0119522,0.0118373,0.0117433,0.0116704,0.0116183,0.0115874,
